DATE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,ORG_TYPE,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE,SICKNESS_ABSENCE_RATE_PERCENT
30.06.2022,Y59,South East,,,RN5,Hampshire Hospitals NHS Foundation Trust,Acute,10449.95177,206891.2803,5.05
30.06.2022,Y59,South East,,,RN7,Dartford and Gravesham NHS Trust,Acute,4612.6669,110054.1292,4.19
30.06.2022,Y59,South East,,,RNU,Oxford Health NHS Foundation Trust,Mental Health,8008.48356,164426.4496,4.87
30.06.2022,Y59,South East,,,RPA,Medway NHS Foundation Trust,Acute,6078.86521,131233.4335,4.63
30.06.2022,Y59,South East,,,RPC,Queen Victoria Hospital NHS Foundation Trust,Acute,1006.57288,28118.92796,3.58
30.06.2022,Y59,South East,,,RTH,Oxford University Hospitals NHS Foundation Trust,Acute,16431.60246,377187.2574,4.36
30.06.2022,Y59,South East,,,RTK,Ashford and St. Peter's Hospitals NHS Foundation Trust,Acute,3125.24008,127522.3379,2.45
30.06.2022,Y59,South East,,,RTP,Surrey and Sussex Healthcare NHS Trust,Acute,6047.51681,135995.1641,4.45
30.06.2022,Y59,South East,,,RVV,East Kent Hospitals University NHS Foundation Trust,Acute,15021.71646,292243.7541,5.14
30.06.2022,Y59,South East,,,RW1,Southern Health NHS Foundation Trust,Mental Health,9181.2184,170379.63,5.39
30.06.2022,Y59,South East,,,RWF,Maidstone and Tunbridge Wells NHS Trust,Acute,7678.25728,189230.2751,4.06
30.06.2022,Y59,South East,,,RWX,Berkshire Healthcare NHS Foundation Trust,Mental Health,5541.22675,125303.5301,4.42
30.06.2022,Y59,South East,,,RX2,Sussex Partnership NHS Foundation Trust,Mental Health,6647.08242,151214.6777,4.4
30.06.2022,Y59,South East,,,RXC,East Sussex Healthcare NHS Trust,Acute,11785.27965,214310.0888,5.5
30.06.2022,Y59,South East,,,RXQ,Buckinghamshire Healthcare NHS Trust,Acute,7315.22905,167767.5269,4.36
30.06.2022,Y59,South East,,,RXX,Surrey and Borders Partnership NHS Foundation Trust,Mental Health,2942.1853,82691.77452,3.56
30.06.2022,Y59,South East,,,RXY,Kent and Medway NHS and Social Care Partnership Trust,Mental Health,4311.92146,95666.95555,4.51
30.06.2022,Y59,South East,,,RYD,South East Coast Ambulance Service NHS Foundation Trust,Ambulance,10285.40018,116797.4159,8.81
30.06.2022,Y59,South East,,,RYE,South Central Ambulance Service NHS Foundation Trust,Ambulance,9897.82253,125633.3338,7.88
30.06.2022,Y59,South East,,,RYR,University Hospitals Sussex NHS Foundation Trust,Acute,21783.35217,437423.6756,4.98
30.06.2022,Y59,South East,,,RYY,Kent Community Health NHS Foundation Trust,Community Provider Trust,6303.79149,127896.6771,4.93
30.06.2022,Y60,Midlands,,,NR3,Nottingham Citycare Partnership,Community Provider Trust,1561.55336,27988.80416,5.58
30.06.2022,Y60,Midlands,,,QGH,NHS Herefordshire and Worcestershire ICB,Integrated Care Board,124.91338999999999,7820.92742,1.6
30.06.2022,Y60,Midlands,,,QHL,NHS Birmingham and Solihull ICB,Integrated Care Board,744.2,12497.15608,5.95
30.06.2022,Y60,Midlands,,,QJ2,NHS Derby and Derbyshire ICB,Integrated Care Board,379.71997,13625.20675,2.79
30.06.2022,Y60,Midlands,,,QJM,NHS Lincolnshire ICB,Integrated Care Board,557.3599,11605.39845,4.8
30.06.2022,Y60,Midlands,,,QK1,"NHS Leicester, Leicestershire and Rutland ICB",Integrated Care Board,158.06666,8843.0748,1.79
30.06.2022,Y60,Midlands,,,QOC,"NHS Shropshire, Telford and Wrekin ICB",Integrated Care Board,354.60667,16461.19873,2.15
30.06.2022,Y60,Midlands,,,QPM,NHS Northamptonshire ICB,Integrated Care Board,167.86,4760.1855,3.53
30.06.2022,Y60,Midlands,,,QT1,NHS Nottingham and Nottinghamshire ICB,Integrated Care Board,367.5602,13400.85449,2.74
30.06.2022,Y60,Midlands,,,QUA,NHS Black Country ICB,Integrated Care Board,313.38671,14120.62322,2.22
30.06.2022,Y60,Midlands,,,QWU,NHS Coventry and Warwickshire ICB,Integrated Care Board,302.35999,9148.3291,3.31
30.06.2022,Y60,Midlands,,,R1A,Herefordshire and Worcestershire Health and Care NHS Trust,Community Provider Trust,5509.81659,111903.0185,4.92
30.06.2022,Y60,Midlands,,,R1D,Shropshire Community Health NHS Trust,Community Provider Trust,2253.58844,38352.13239,5.88
30.06.2022,Y60,Midlands,,,RBK,Walsall Healthcare NHS Trust,Acute,8363.92396,122135.9976,6.85
30.06.2022,Y60,Midlands,,,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Acute,6395.32216,125638.329,5.09
30.06.2022,Y60,Midlands,,,RHA,Nottinghamshire Healthcare NHS Foundation Trust,Mental Health,17185.16209,240049.8066,7.16
30.06.2022,Y60,Midlands,,,RJC,South Warwickshire NHS Foundation Trust,Acute,6665.5468,130069.784,5.12
30.06.2022,Y60,Midlands,,,RJE,University Hospitals of North Midlands NHS Trust,Acute,17105.53472,297446.398,5.75
30.06.2022,Y60,Midlands,,,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Acute,6621.25122,146731.3285,4.51
30.06.2022,Y60,Midlands,,,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Acute,14149.69209,256326.2269,5.52
30.06.2022,Y60,Midlands,,,RL1,Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Acute,2226.33351,42998.14318,5.18
30.06.2022,Y60,Midlands,,,RL4,Royal Wolverhampton NHS Trust,Acute,14293.06207,279458.9862,5.11
30.06.2022,Y60,Midlands,,,RLQ,Wye Valley NHS Trust,Acute,6052.86498,95235.40897,6.36
30.06.2022,Y60,Midlands,,,RLT,George Eliot Hospital NHS Trust,Acute,3943.63367,70306.65393,5.61
30.06.2022,Y60,Midlands,,,RLY,North Staffordshire Combined Healthcare NHS Trust,Mental Health,2086.91919,47342.61725,4.41
30.06.2022,Y60,Midlands,,,RNA,Dudley Group NHS Foundation Trust,Acute,6712.87186,150696.839,4.45
30.06.2022,Y60,Midlands,,,RNQ,Kettering General Hospital NHS Foundation Trust,Acute,7512.07874,130196.6676,5.77
30.06.2022,Y60,Midlands,,,RNS,Northampton General Hospital NHS Trust,Acute,9529.80482,153607.4984,6.2
30.06.2022,Y60,Midlands,,,RP1,Northamptonshire Healthcare NHS Foundation Trust,Mental Health,6656.7951,120177.3409,5.54
30.06.2022,Y60,Midlands,,,RP7,Lincolnshire Partnership NHS Foundation Trust,Mental Health,3295.64817,66231.14386,4.98
30.06.2022,Y60,Midlands,,,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Acute,8019.67572,163974.4989,4.89
30.06.2022,Y60,Midlands,,,RRE,Midlands Partnership NHS Foundation Trust,Mental Health,13473.38536,239456.4046,5.63
30.06.2022,Y60,Midlands,,,RRJ,Royal Orthopaedic Hospital NHS Foundation Trust,Acute,1955.76022,32850.05009,5.95
30.06.2022,Y60,Midlands,,,RRK,University Hospitals Birmingham NHS Foundation Trust,Acute,36227.04033,594994.6712,6.09
30.06.2022,Y60,Midlands,,,RT5,Leicestershire Partnership NHS Trust,Mental Health,7546.55212,150959.0631,5
30.06.2022,Y60,Midlands,,,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Acute,17937.28412,359571.2557,4.99
30.06.2022,Y60,Midlands,,,RWD,United Lincolnshire Hospitals NHS Trust,Acute,11028.23528,218739.1017,5.04
30.06.2022,Y60,Midlands,,,RWE,University Hospitals of Leicester NHS Trust,Acute,20421.24339,436597.7602,4.68
30.06.2022,Y60,Midlands,,,RWP,Worcestershire Acute Hospitals NHS Trust,Acute,9246.54087,175777.6828,5.26
30.06.2022,Y60,Midlands,,,RX1,Nottingham University Hospitals NHS Trust,Acute,24088.67459,481256.7696,5.01
30.06.2022,Y60,Midlands,,,RX9,East Midlands Ambulance Service NHS Trust,Ambulance,9411.63289,113258.00749999999,8.31
30.06.2022,Y60,Midlands,,,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Acute,12116.67893,201268.7271,6.02
30.06.2022,Y60,Midlands,,,RXM,Derbyshire Healthcare NHS Foundation Trust,Mental Health,4807.89477,76207.3532,6.31
30.06.2022,Y60,Midlands,,,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,Mental Health,8033.0913,124689.7238,6.44
30.06.2022,Y60,Midlands,,,RXW,Shrewsbury and Telford Hospital NHS Trust,Acute,10454.61209,184443.4492,5.67
30.06.2022,Y60,Midlands,,,RY5,Lincolnshire Community Health Services NHS Trust,Community Provider Trust,3129.50684,55554.03309,5.63
30.06.2022,Y60,Midlands,,,RY8,Derbyshire Community Health Services NHS Foundation Trust,Community Provider Trust,5710.94604,105890.8213,5.39
30.06.2022,Y60,Midlands,,,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Ambulance,10970.88286,200093.7005,5.48
30.06.2022,Y60,Midlands,,,RYG,Coventry and Warwickshire Partnership NHS Trust,Mental Health,6668.55945,109096.1453,6.11
30.06.2022,Y60,Midlands,,,RYK,Dudley Integrated Health and Care NHS Trust,Community Provider Trust,402.25148,9767.83379,4.12
30.06.2022,Y60,Midlands,,,RYW,Birmingham Community Healthcare NHS Foundation Trust,Community Provider Trust,9447.57463,129239.7167,7.31
30.06.2022,Y60,Midlands,,,TAJ,Black Country Healthcare NHS Foundation Trust,Mental Health,6155.0185,99529.77527,6.18
30.06.2022,Y61,East of England,,,NAX,East Coast Community Healthcare CIC,Community Provider Trust,1412.7769,16786.85137,8.42
30.06.2022,Y61,East of England,,,NQA,Provide,Community Provider Trust,725.9483299999999,26237.18106,2.77
30.06.2022,Y61,East of England,,,NRR,Community Dental Services CIC,Community Provider Trust,382.06397,10273.148,3.72
30.06.2022,Y61,East of England,,,QH8,NHS Mid and South Essex ICB,Integrated Care Board,90.9,12476.4709,0.73
30.06.2022,Y61,East of England,,,QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Integrated Care Board,186.73576,10492.9726,1.78
30.06.2022,Y61,East of England,,,QJG,NHS Suffolk and North East Essex ICB,Integrated Care Board,154.3533,13246.76678,1.17
30.06.2022,Y61,East of England,,,QM7,NHS Hertfordshire and West Essex ICB,Integrated Care Board,386.52,20327.45415,1.9
30.06.2022,Y61,East of England,,,QMM,NHS Norfolk and Waveney ICB,Integrated Care Board,451.79994,15917.84295,2.84
30.06.2022,Y61,East of England,,,QUE,NHS Cambridgeshire and Peterborough ICB,Integrated Care Board,408.53323,10730.71809,3.81
30.06.2022,Y61,East of England,,,R1L,Essex Partnership University NHS Foundation Trust,Mental Health,8241.73504,156736.0181,5.26
30.06.2022,Y61,East of England,,,RAJ,Mid and South Essex NHS Foundation Trust,Acute,22344.57139,418417.3737,5.34
30.06.2022,Y61,East of England,,,RC9,Bedfordshire Hospitals NHS Foundation Trust,Acute,10084.42277,219553.3358,4.59
30.06.2022,Y61,East of England,,,RCX,Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,Acute,6261.47854,101738.6573,6.15
30.06.2022,Y61,East of England,,,RD8,Milton Keynes University Hospital NHS Foundation Trust,Acute,4979.44503,102618.7669,4.85
30.06.2022,Y61,East of England,,,RDE,East Suffolk and North Essex NHS Foundation Trust,Acute,13520.66057,299226.8039,4.52
30.06.2022,Y61,East of England,,,RGM,Royal Papworth Hospital NHS Foundation Trust,Acute,2774.85554,57969.99289,4.79
30.06.2022,Y61,East of England,,,RGN,North West Anglia NHS Foundation Trust,Acute,8496.24527,191191.5716,4.44
30.06.2022,Y61,East of England,,,RGP,James Paget University Hospitals NHS Foundation Trust,Acute,5724.33497,102589.9329,5.58
30.06.2022,Y61,East of England,,,RGR,West Suffolk NHS Foundation Trust,Acute,6758.73473,127415.9528,5.3
30.06.2022,Y61,East of England,,,RGT,Cambridge University Hospitals NHS Foundation Trust,Acute,15784.05026,325702.7628,4.85
30.06.2022,Y61,East of England,,,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Acute,12883.50511,240234.1019,5.36
30.06.2022,Y61,East of England,,,RMY,Norfolk and Suffolk NHS Foundation Trust,Mental Health,7551.60651,130815.6944,5.77
30.06.2022,Y61,East of England,,,RQW,Princess Alexandra Hospital NHS Trust,Acute,4652.69081,105027.8937,4.43
30.06.2022,Y61,East of England,,,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,Mental Health,5305.22844,119500.1521,4.44
30.06.2022,Y61,East of England,,,RWG,West Hertfordshire Teaching Hospitals NHS Trust,Acute,6170.72716,145586.4226,4.24
30.06.2022,Y61,East of England,,,RWH,East and North Hertfordshire NHS Trust,Acute,9083.20385,174186.9509,5.21
30.06.2022,Y61,East of England,,,RWR,Hertfordshire Partnership University NHS Foundation Trust,Mental Health,4725.7072100000005,101598.4879,4.65
30.06.2022,Y61,East of England,,,RY3,Norfolk Community Health and Care NHS Trust,Community Provider Trust,3799.23353,64052.73031,5.93
30.06.2022,Y61,East of England,,,RY4,Hertfordshire Community NHS Trust,Community Provider Trust,2197.97203,61792.17044,3.56
30.06.2022,Y61,East of England,,,RYC,East of England Ambulance Service NHS Trust,Ambulance,13804.69596,161895.3869,8.53
30.06.2022,Y61,East of England,,,RYV,Cambridgeshire Community Services NHS Trust,Community Provider Trust,3835.40643,69991.89464,5.48
30.06.2022,Y62,North West,,,QE1,NHS Lancashire and South Cumbria ICB,Integrated Care Board,330.7999,13613.544030000001,2.43
30.06.2022,Y62,North West,,,QOP,NHS Greater Manchester ICB,Integrated Care Board,1586.22271,50070.9262,3.17
30.06.2022,Y62,North West,,,QYG,NHS Cheshire and Merseyside ICB,Integrated Care Board,633.83998,28138.62482,2.25
30.06.2022,Y62,North West,,,R0A,Manchester University NHS Foundation Trust,Acute,40550.3114,756865.3757,5.36
30.06.2022,Y62,North West,,,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Acute,10793.18676,167807.9499,6.43
30.06.2022,Y62,North West,,,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,Acute,17874.7365,484656.17775000003,3.69
30.06.2022,Y62,North West,,,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Acute,3266.11535,52273.57122,6.25
30.06.2022,Y62,North West,,,RBS,Alder Hey Children's NHS Foundation Trust,Acute,6587.43481,110741.3216,5.95
30.06.2022,Y62,North West,,,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Acute,6721.30709,131907.3259,5.1
